type	id	old_length	new_length
added	tr|A0AAT9J3Y0|A0AAT9J3Y0_BACSU		307
added	tr|A0AAT9J3Z5|A0AAT9J3Z5_BACSU		149
added	tr|A0AAT9J3Z9|A0AAT9J3Z9_BACSU		161
added	tr|A0AAT9J413|A0AAT9J413_BACSU		177
added	tr|A0AAT9J472|A0AAT9J472_BACSU		38
added	tr|A0AAT9J476|A0AAT9J476_BACSU		61
added	tr|A0AAT9J480|A0AAT9J480_BACSU		213
added	tr|C0H460|C0H460_BACSU		64
added	tr|L8E9J0|L8E9J0_BACSU		40
added	tr|L8E9J8|L8E9J8_BACSU		25
added	tr|L8E9Z2|L8E9Z2_BACSU		47
added	tr|L8EA05|L8EA05_BACSU		53
added	tr|L8EAY3|L8EAY3_BACSU		40
added	tr|L8ECQ9|L8ECQ9_BACSU		54
added	tr|L8ECR0|L8ECR0_BACSU		29
added	tr|L8ECR1|L8ECR1_BACSU		45
removed	sp|A0A385XJ53|INSA9_ECOLI	91	
removed	sp|A0A385XJE6|INH21_ECOLI	326	
removed	sp|A0A385XJK5|YPAB_ECOLI	47	
removed	sp|A0A385XJL2|YGDT_ECOLI	48	
removed	sp|A0A385XJL4|INSB9_ECOLI	167	
removed	sp|A5A605|YKFM_ECOLI	159	
removed	sp|A5A607|YLCI_ECOLI	64	
removed	sp|A5A611|YMGI_ECOLI	57	
removed	sp|A5A612|YMGJ_ECOLI	61	
removed	sp|A5A613|YCIY_ECOLI	57	
removed	sp|A5A614|YCIZ_ECOLI	57	
removed	sp|A5A615|YNCL_ECOLI	31	
removed	sp|A5A616|MGTS_ECOLI	31	
removed	sp|A5A617|YDGU_ECOLI	27	
removed	sp|A5A618|YNHF_ECOLI	29	
removed	sp|A5A619|YOJO_ECOLI	54	
removed	sp|A5A621|YPFM_ECOLI	19	
removed	sp|A5A624|DINQ_ECOLI	27	
removed	sp|A5A625|YIBV_ECOLI	111	
removed	sp|A5A627|TISB_ECOLI	29	
removed	sp|A5A628|YJBT_ECOLI	92	
removed	sp|A5A630|YTCA_ECOLI	91	
removed	sp|A8DYP9|LPFUR_ECOLI	28	
removed	sp|A8DYQ1|YTHA_ECOLI	41	
removed	sp|C1P5Z7|SGRT_ECOLI	43	
removed	sp|C1P5Z8|YKGR_ECOLI	33	
removed	sp|C1P5Z9|YMIB_ECOLI	34	
removed	sp|C1P600|YNBG_ECOLI	21	
removed	sp|C1P601|RZOQ_ECOLI	84	
removed	sp|C1P602|YOAK_ECOLI	32	
removed	sp|C1P603|YOAJ_ECOLI	24	
removed	sp|C1P604|YOBI_ECOLI	21	
removed	sp|C1P605|AZUC_ECOLI	28	
removed	sp|C1P606|YOEI_ECOLI	20	
removed	sp|C1P607|IBSA_ECOLI	19	
removed	sp|C1P608|IBSB_ECOLI	18	
removed	sp|C1P609|YOHP_ECOLI	27	
removed	sp|C1P610|YPDK_ECOLI	23	
removed	sp|C1P611|SHOB_ECOLI	26	
removed	sp|C1P612|YQCG_ECOLI	46	
removed	sp|C1P613|YQEL_ECOLI	26	
removed	sp|C1P614|YQFG_ECOLI	41	
removed	sp|C1P615|IBSC_ECOLI	19	
removed	sp|C1P616|IBSD_ECOLI	19	
removed	sp|C1P617|IBSE_ECOLI	19	
removed	sp|C1P618|YRBN_ECOLI	26	
removed	sp|C1P619|ILVX_ECOLI	16	
removed	sp|C1P620|YSHB_ECOLI	36	
removed	sp|C1P621|YJEV_ECOLI	17	
removed	sp|E2JKY7|LPMG_ECOLI	17	
removed	sp|G3MTW7|PMRR_ECOLI	29	
removed	sp|O32528|YPDI_ECOLI	91	
removed	sp|O32583|THIS_ECOLI	66	
removed	sp|O52982|YFJS_ECOLI	147	
removed	sp|P00350|6PGD_ECOLI	468	
removed	sp|P00363|FRDA_ECOLI	602	
removed	sp|P00370|DHE4_ECOLI	447	
removed	sp|P00393|NDH_ECOLI	434	
removed	sp|P00448|SODM_ECOLI	206	
removed	sp|P00452|RIR1_ECOLI	761	
removed	sp|P00490|PHSM_ECOLI	797	
removed	sp|P00509|AAT_ECOLI	396	
removed	sp|P00547|KHSE_ECOLI	310	
removed	sp|P00550|PTM3C_ECOLI	637	
removed	sp|P00561|AK1H_ECOLI	820	
removed	sp|P00562|AK2H_ECOLI	810	
removed	sp|P00579|RPOD_ECOLI	613	
removed	sp|P00582|DPO1_ECOLI	928	
removed	sp|P00634|PPB_ECOLI	471	
removed	sp|P00722|BGAL_ECOLI	1024	
removed	sp|P00803|LEP_ECOLI	324	
removed	sp|P00804|LSPA_ECOLI	164	
removed	sp|P00805|ASPG2_ECOLI	348	
removed	sp|P00811|AMPC_ECOLI	377	
removed	sp|P00816|CYNS_ECOLI	156	
removed	sp|P00861|DCDA_ECOLI	420	
removed	sp|P00864|CAPP_ECOLI	883	
removed	sp|P00887|AROH_ECOLI	348	
removed	sp|P00888|AROF_ECOLI	356	
removed	sp|P00893|ILVI_ECOLI	574	
removed	sp|P00894|ILVH_ECOLI	163	
removed	sp|P00895|TRPE_ECOLI	520	
removed	sp|P00903|PABA_ECOLI	187	
removed	sp|P00904|TRPGD_ECOLI	531	
removed	sp|P00909|TRPC_ECOLI	453	
removed	sp|P00914|PHR_ECOLI	472	
removed	sp|P00926|SDHD_ECOLI	442	
removed	sp|P00934|THRC_ECOLI	428	
removed	sp|P00935|METB_ECOLI	386	
removed	sp|P00936|CYAA_ECOLI	848	
removed	sp|P00944|XYLA_ECOLI	440	
removed	sp|P00946|MANA_ECOLI	391	
removed	sp|P00954|SYW_ECOLI	334	
removed	sp|P00956|SYI_ECOLI	938	
removed	sp|P00957|SYA_ECOLI	876	
removed	sp|P00959|SYM_ECOLI	677	
removed	sp|P00960|SYGA_ECOLI	303	
removed	sp|P00961|SYGB_ECOLI	689	
removed	sp|P00962|SYQ_ECOLI	554	
removed	sp|P00963|ASNA_ECOLI	330	
removed	sp|P00968|CARB_ECOLI	1073	
removed	sp|P02338|PRTL_ECOLI	29	
removed	sp|P02358|RS6_ECOLI	135	
removed	sp|P02359|RS7_ECOLI	179	
removed	sp|P02413|RL15_ECOLI	144	
removed	sp|P02916|MALF_ECOLI	514	
removed	sp|P02918|PBPA_ECOLI	850	
removed	sp|P02919|PBPB_ECOLI	844	
removed	sp|P02920|LACY_ECOLI	417	
removed	sp|P02921|MELB_ECOLI	473	
removed	sp|P02924|ARAF_ECOLI	329	
removed	sp|P02925|RBSB_ECOLI	296	
removed	sp|P02929|TONB_ECOLI	239	
removed	sp|P02930|TOLC_ECOLI	493	
removed	sp|P02931|OMPF_ECOLI	362	
removed	sp|P02932|PHOE_ECOLI	351	
removed	sp|P02942|MCP1_ECOLI	551	
removed	sp|P02943|LAMB_ECOLI	446	
removed	sp|P03004|DNAA_ECOLI	467	
removed	sp|P03007|DPO3E_ECOLI	243	
removed	sp|P03014|PINE_ECOLI	184	
removed	sp|P03018|UVRD_ECOLI	720	
removed	sp|P03023|LACI_ECOLI	360	
removed	sp|P03024|GALR_ECOLI	343	
removed	sp|P03030|LYSR_ECOLI	311	
removed	sp|P03061|LPIV_ECOLI	32	
removed	sp|P03813|YGEA_ECOLI	230	
removed	sp|P03817|MIOC_ECOLI	147	
removed	sp|P03819|KEFC_ECOLI	620	
removed	sp|P03825|GSPB_ECOLI	139	
removed	sp|P03835|INSG_ECOLI	442	
removed	sp|P03841|MALM_ECOLI	306	
removed	sp|P03959|KDPA_ECOLI	557	
removed	sp|P03960|KDPB_ECOLI	682	
removed	sp|P03961|KDPC_ECOLI	190	
removed	sp|P04036|DAPB_ECOLI	273	
removed	sp|P04079|GUAA_ECOLI	525	
removed	sp|P04128|FIMA1_ECOLI	182	
removed	sp|P04152|UMUC_ECOLI	422	
removed	sp|P04335|FRSA_ECOLI	414	
removed	sp|P04391|OTC1_ECOLI	334	
removed	sp|P04395|3MG2_ECOLI	282	
removed	sp|P04425|GSHB_ECOLI	316	
removed	sp|P04693|TYRB_ECOLI	397	
removed	sp|P04805|SYE_ECOLI	471	
removed	sp|P04816|LIVK_ECOLI	369	
removed	sp|P04825|AMPN_ECOLI	870	
removed	sp|P04846|NLPA_ECOLI	272	
removed	sp|P04949|FLIC_ECOLI	498	
removed	sp|P04951|KDSB_ECOLI	248	
removed	sp|P04968|ILVA_ECOLI	514	
removed	sp|P04982|RBSD_ECOLI	139	
removed	sp|P04983|RBSA_ECOLI	501	
removed	sp|P04993|RECD_ECOLI	608	
removed	sp|P04994|EX7L_ECOLI	456	
removed	sp|P04995|EX1_ECOLI	475	
removed	sp|P05020|PYRC_ECOLI	348	
removed	sp|P05041|PABB_ECOLI	453	
removed	sp|P05042|FUMC_ECOLI	467	
removed	sp|P05050|ALKB_ECOLI	216	
removed	sp|P05052|APPY_ECOLI	249	
removed	sp|P05055|PNP_ECOLI	711	
removed	sp|P05100|3MG1_ECOLI	187	
removed	sp|P05194|AROD_ECOLI	252	
removed	sp|P05458|PTRA_ECOLI	962	
removed	sp|P05459|PDXB_ECOLI	378	
removed	sp|P05523|FPG_ECOLI	269	
removed	sp|P05637|APAH_ECOLI	280	
removed	sp|P05704|MCP3_ECOLI	546	
removed	sp|P05706|PTHA_ECOLI	123	
removed	sp|P05707|SRLD_ECOLI	259	
removed	sp|P05719|T1SK_ECOLI	464	
removed	sp|P05791|ILVD_ECOLI	616	
removed	sp|P05793|ILVC_ECOLI	491	
removed	sp|P05804|BGLR_ECOLI	603	
removed	sp|P05824|RECN_ECOLI	553	
removed	sp|P05825|FEPA_ECOLI	746	
removed	sp|P05827|ILVY_ECOLI	297	
removed	sp|P05847|TTDA_ECOLI	303	
removed	sp|P05852|TSAD_ECOLI	337	
removed	sp|P06129|BTUB_ECOLI	614	
removed	sp|P06134|ADA_ECOLI	354	
removed	sp|P06136|FTSQ_ECOLI	276	
removed	sp|P06149|DLD_ECOLI	571	
removed	sp|P06282|CDH_ECOLI	251	
removed	sp|P06609|BTUC_ECOLI	326	
removed	sp|P06610|BTUE_ECOLI	183	
removed	sp|P06611|BTUD_ECOLI	249	
removed	sp|P06612|TOP1_ECOLI	865	
removed	sp|P06616|ERA_ECOLI	301	
removed	sp|P06709|BIRA_ECOLI	321	
removed	sp|P06710|DPO3X_ECOLI	643	
removed	sp|P06715|GSHR_ECOLI	450	
removed	sp|P06720|AGAL_ECOLI	451	
removed	sp|P06721|METC_ECOLI	395	
removed	sp|P06722|MUTH_ECOLI	229	
removed	sp|P06846|EBGR_ECOLI	327	
removed	sp|P06864|BGA2_ECOLI	1030	
removed	sp|P06959|ODP2_ECOLI	630	
removed	sp|P06960|OTC2_ECOLI	334	
removed	sp|P06961|CCA_ECOLI	412	
removed	sp|P06965|DICC_ECOLI	76	
removed	sp|P06966|DICA_ECOLI	135	
removed	sp|P06968|DUT_ECOLI	152	
removed	sp|P06971|FHUA_ECOLI	747	
removed	sp|P06972|FHUB_ECOLI	660	
removed	sp|P06974|FLIM_ECOLI	334	
removed	sp|P06983|HEM3_ECOLI	313	
removed	sp|P06986|HIS8_ECOLI	356	
removed	sp|P06987|HIS7_ECOLI	355	
removed	sp|P06988|HISX_ECOLI	434	
removed	sp|P06989|HIS2_ECOLI	203	
removed	sp|P06992|RSMA_ECOLI	273	
removed	sp|P06993|MALT_ECOLI	901	
removed	sp|P06996|OMPC_ECOLI	367	
removed	sp|P06999|PFKB_ECOLI	309	
removed	sp|P07000|PLDB_ECOLI	340	
removed	sp|P07001|PNTA_ECOLI	510	
removed	sp|P07003|POXB_ECOLI	572	
removed	sp|P07004|PROA_ECOLI	417	
removed	sp|P07010|REM_ECOLI	83	
removed	sp|P07012|RF2_ECOLI	365	
removed	sp|P07013|PRIB_ECOLI	104	
removed	sp|P07014|SDHB_ECOLI	238	
removed	sp|P07017|MCP2_ECOLI	553	
removed	sp|P07018|MCP4_ECOLI	533	
removed	sp|P07021|YFIB_ECOLI	160	
removed	sp|P07023|TYRA_ECOLI	373	
removed	sp|P07024|USHA_ECOLI	550	
removed	sp|P07026|SDIA_ECOLI	240	
removed	sp|P07102|PPA_ECOLI	432	
removed	sp|P07109|HISP_ECOLI	257	
removed	sp|P07117|PUTP_ECOLI	502	
removed	sp|P07118|SYV_ECOLI	951	
removed	sp|P07330|CHEB_ECOLI	349	
removed	sp|P07363|CHEA_ECOLI	654	
removed	sp|P07364|CHER_ECOLI	286	
removed	sp|P07395|SYFB_ECOLI	795	
removed	sp|P07464|THGA_ECOLI	203	
removed	sp|P07604|TYRR_ECOLI	513	
removed	sp|P07623|METAS_ECOLI	309	
removed	sp|P07639|AROB_ECOLI	362	
removed	sp|P07648|RECC_ECOLI	1122	
removed	sp|P07649|TRUA_ECOLI	270	
removed	sp|P07650|TYPH_ECOLI	440	
removed	sp|P07654|PSTA_ECOLI	296	
removed	sp|P07658|FDHF_ECOLI	715	
removed	sp|P07762|GLGB_ECOLI	728	
removed	sp|P07813|SYL_ECOLI	860	
removed	sp|P07821|FHUC_ECOLI	265	
removed	sp|P07822|FHUD_ECOLI	296	
removed	sp|P07862|DDLB_ECOLI	306	
removed	sp|P07913|TDH_ECOLI	341	
removed	sp|P08142|ILVB_ECOLI	562	
removed	sp|P08178|PUR5_ECOLI	345	
removed	sp|P08179|PUR3_ECOLI	212	
removed	sp|P08189|FIMF_ECOLI	176	
removed	sp|P08190|FIMG_ECOLI	167	
removed	sp|P08191|FIMH_ECOLI	300	
removed	sp|P08192|FOLC_ECOLI	422	
removed	sp|P08194|GLPT_ECOLI	452	
removed	sp|P08200|IDH_ECOLI	416	
removed	sp|P08201|NIRB_ECOLI	847	
removed	sp|P08202|ARAA_ECOLI	500	
removed	sp|P08203|ARAD_ECOLI	231	
removed	sp|P08204|ARAB_ECOLI	566	
removed	sp|P08244|PYRF_ECOLI	245	
removed	sp|P08245|YCIH_ECOLI	108	
removed	sp|P08312|SYFA_ECOLI	327	
removed	sp|P08331|CPDB_ECOLI	647	
removed	sp|P08337|MUTT_ECOLI	129	
removed	sp|P08365|CHPS_ECOLI	83	
removed	sp|P08368|CREB_ECOLI	229	
removed	sp|P08369|CRED_ECOLI	450	
removed	sp|P08370|YGDB_ECOLI	135	
removed	sp|P08371|PPDB_ECOLI	187	
removed	sp|P08372|PPDC_ECOLI	107	
removed	sp|P08373|MURB_ECOLI	342	
removed	sp|P08390|USG_ECOLI	337	
removed	sp|P08394|RECB_ECOLI	1180	
removed	sp|P08395|SPPA_ECOLI	618	
removed	sp|P08400|PHOR_ECOLI	431	
removed	sp|P08401|CREC_ECOLI	474	
removed	sp|P08506|DACC_ECOLI	400	
removed	sp|P08550|CVPA_ECOLI	162	
removed	sp|P08555|DSDX_ECOLI	445	
removed	sp|P08622|DNAJ_ECOLI	376	
removed	sp|P08660|AK3_ECOLI	449	
removed	sp|P08722|PTV3B_ECOLI	625	
removed	sp|P08839|PT1_ECOLI	575	
removed	sp|P08956|T1RK_ECOLI	1170	
removed	sp|P08957|T1MK_ECOLI	529	
removed	sp|P08997|MASY_ECOLI	533	
removed	sp|P09029|PURK_ECOLI	355	
removed	sp|P09030|EX3_ECOLI	268	
removed	sp|P09053|AVTA_ECOLI	417	
removed	sp|P09099|XYLB_ECOLI	484	
removed	sp|P09126|HEM4_ECOLI	246	
removed	sp|P09127|HEMX_ECOLI	393	
removed	sp|P09147|GALE_ECOLI	338	
removed	sp|P09148|GAL7_ECOLI	348	
removed	sp|P09151|LEU1_ECOLI	523	
removed	sp|P09152|NARG_ECOLI	1247	
removed	sp|P09153|TFAE_ECOLI	200	
removed	sp|P09154|YMFS_ECOLI	137	
removed	sp|P09155|RND_ECOLI	375	
removed	sp|P09158|SPEE_ECOLI	288	
removed	sp|P09162|YJAA_ECOLI	127	
removed	sp|P09163|YJAB_ECOLI	147	
removed	sp|P09169|OMPT_ECOLI	317	
removed	sp|P09184|VSR_ECOLI	156	
removed	sp|P09323|PTW3C_ECOLI	648	
removed	sp|P09348|MOTA_ECOLI	295	
removed	sp|P09372|GRPE_ECOLI	197	
removed	sp|P09373|PFLB_ECOLI	760	
removed	sp|P09377|RHAS_ECOLI	278	
removed	sp|P09378|RHAR_ECOLI	282	
removed	sp|P09391|GLPG_ECOLI	276	
removed	sp|P09394|GLPQ_ECOLI	358	
removed	sp|P09424|MTLD_ECOLI	382	
removed	sp|P09546|PUTA_ECOLI	1320	
removed	sp|P09549|DEDD_ECOLI	220	
removed	sp|P09551|ARGT_ECOLI	260	
removed	sp|P09557|DICB_ECOLI	62	
removed	sp|P09831|GLTB_ECOLI	1486	
removed	sp|P09832|GLTD_ECOLI	472	
removed	sp|P09833|MODC_ECOLI	352	
removed	sp|P09835|UHPB_ECOLI	500	
removed	sp|P09836|UHPC_ECOLI	439	
removed	sp|P09980|REP_ECOLI	673	
removed	sp|P09996|YIDB_ECOLI	132	
removed	sp|P0A698|UVRA_ECOLI	940	
removed	sp|P0A6A0|UBIB_ECOLI	546	
removed	sp|P0A6A3|ACKA_ECOLI	400	
removed	sp|P0A6A6|LEUC_ECOLI	466	
removed	sp|P0A6A8|ACP_ECOLI	78	
removed	sp|P0A6B4|ALR1_ECOLI	359	
removed	sp|P0A6B7|ISCS_ECOLI	404	
removed	sp|P0A6C1|END4_ECOLI	285	
removed	sp|P0A6C5|ARGA_ECOLI	443	
removed	sp|P0A6C8|ARGB_ECOLI	258	
removed	sp|P0A6D0|ARGR_ECOLI	156	
removed	sp|P0A6D3|AROA_ECOLI	427	
removed	sp|P0A6D5|YDIB_ECOLI	288	
removed	sp|P0A6D7|AROK_ECOLI	173	
removed	sp|P0A6E1|AROL_ECOLI	174	
removed	sp|P0A6E4|ASSY_ECOLI	447	
removed	sp|P0A6E6|ATPE_ECOLI	139	
removed	sp|P0A6E9|BIOD2_ECOLI	231	
removed	sp|P0A6F1|CARA_ECOLI	382	
removed	sp|P0A6F3|GLPK_ECOLI	502	
removed	sp|P0A6F5|CH60_ECOLI	548	
removed	sp|P0A6F9|CH10_ECOLI	97	
removed	sp|P0A6G3|PNCC_ECOLI	165	
removed	sp|P0A6G5|CITX_ECOLI	183	
removed	sp|P0A6G7|CLPP_ECOLI	207	
removed	sp|P0A6H1|CLPX_ECOLI	424	
removed	sp|P0A6H5|HSLU_ECOLI	443	
removed	sp|P0A6H8|CLSA_ECOLI	486	
removed	sp|P0A6I0|KCY_ECOLI	227	
removed	sp|P0A6I3|COAA_ECOLI	316	
removed	sp|P0A6I6|COAD_ECOLI	159	
removed	sp|P0A6I9|COAE_ECOLI	206	
removed	sp|P0A6J1|CYSC_ECOLI	201	
removed	sp|P0A6J3|CYSZ_ECOLI	253	
removed	sp|P0A6J5|DADA_ECOLI	432	
removed	sp|P0A6J8|DDLA_ECOLI	364	
removed	sp|P0A6K1|DAPF_ECOLI	274	
removed	sp|P0A6K3|DEF_ECOLI	169	
removed	sp|P0A6K6|DEOB_ECOLI	407	
removed	sp|P0A6L0|DEOC_ECOLI	259	
removed	sp|P0A6L2|DAPA_ECOLI	292	
removed	sp|P0A6L4|NANA_ECOLI	297	
removed	sp|P0A6L7|UXAB_ECOLI	483	
removed	sp|P0A6L9|HSCB_ECOLI	171	
removed	sp|P0A6M2|DSBB_ECOLI	176	
removed	sp|P0A6M4|DTD_ECOLI	145	
removed	sp|P0A6M8|EFG_ECOLI	704	
removed	sp|P0A6N4|EFP_ECOLI	188	
removed	sp|P0A6N8|EFPL_ECOLI	190	
removed	sp|P0A6P1|EFTS_ECOLI	283	
removed	sp|P0A6P5|DER_ECOLI	490	
removed	sp|P0A6P7|ENGB_ECOLI	210	
removed	sp|P0A6P9|ENO_ECOLI	432	
removed	sp|P0A6Q3|FABA_ECOLI	172	
removed	sp|P0A6Q6|FABZ_ECOLI	151	
removed	sp|P0A6R0|FABH_ECOLI	317	
removed	sp|P0A6R3|FIS_ECOLI	98	
removed	sp|P0A6S0|FLGH_ECOLI	232	
removed	sp|P0A6S3|FLGI_ECOLI	365	
removed	sp|P0A6S5|FTSB_ECOLI	103	
removed	sp|P0A6S7|GPDA_ECOLI	339	
removed	sp|P0A6T1|G6PI_ECOLI	549	
removed	sp|P0A6T3|GAL1_ECOLI	382	
removed	sp|P0A6T5|GCH1_ECOLI	222	
removed	sp|P0A6T9|GCSH_ECOLI	129	
removed	sp|P0A6U3|MNMG_ECOLI	629	
removed	sp|P0A6U5|RSMG_ECOLI	207	
removed	sp|P0A6U8|GLGA_ECOLI	477	
removed	sp|P0A6V1|GLGC_ECOLI	431	
removed	sp|P0A6V5|GLPE_ECOLI	108	
removed	sp|P0A6V8|GLK_ECOLI	321	
removed	sp|P0A6W0|GLSA2_ECOLI	308	
removed	sp|P0A6W3|MRAY_ECOLI	360	
removed	sp|P0A6W5|GREA_ECOLI	158	
removed	sp|P0A6W9|GSH1_ECOLI	518	
removed	sp|P0A6X1|HEM1_ECOLI	418	
removed	sp|P0A6X3|HFQ_ECOLI	102	
removed	sp|P0A6X7|IHFA_ECOLI	99	
removed	sp|P0A6Y1|IHFB_ECOLI	94	
removed	sp|P0A6Y5|HSLO_ECOLI	292	
removed	sp|P0A6Y8|DNAK_ECOLI	638	
removed	sp|P0A6Z1|HSCA_ECOLI	616	
removed	sp|P0A6Z3|HTPG_ECOLI	624	
removed	sp|P0A6Z6|NIKR_ECOLI	133	
removed	sp|P0A700|HYPA_ECOLI	116	
removed	sp|P0A703|HYBF_ECOLI	113	
removed	sp|P0A705|IF2_ECOLI	890	
removed	sp|P0A707|IF3_ECOLI	180	
removed	sp|P0A710|YCIB_ECOLI	179	
removed	sp|P0A712|KDGT_ECOLI	327	
removed	sp|P0A715|KDSA_ECOLI	284	
removed	sp|P0A717|KPRS_ECOLI	315	
removed	sp|P0A720|KTHY_ECOLI	213	
removed	sp|P0A722|LPXA_ECOLI	262	
removed	sp|P0A725|LPXC_ECOLI	305	
removed	sp|P0A729|NTPPB_ECOLI	194	
removed	sp|P0A731|MGSA_ECOLI	152	
removed	sp|P0A734|MINE_ECOLI	88	
removed	sp|P0A738|MOAC_ECOLI	161	
removed	sp|P0A742|MSCL_ECOLI	136	
removed	sp|P0A744|MSRA_ECOLI	212	
removed	sp|P0A746|MSRB_ECOLI	137	
removed	sp|P0A749|MURA_ECOLI	419	
removed	sp|P0A752|NADD_ECOLI	213	
removed	sp|P0A754|KEFF_ECOLI	176	
removed	sp|P0A756|KEFG_ECOLI	184	
removed	sp|P0A759|NAGB_ECOLI	266	
removed	sp|P0A761|NANE_ECOLI	229	
removed	sp|P0A763|NDK_ECOLI	143	
removed	sp|P0A766|RSXA_ECOLI	193	
removed	sp|P0A769|MNTH_ECOLI	412	
removed	sp|P0A772|NRDI_ECOLI	136	
removed	sp|P0A776|RPPH_ECOLI	176	
removed	sp|P0A780|NUSB_ECOLI	139	
removed	sp|P0A784|ORN_ECOLI	181	
removed	sp|P0A786|PYRB_ECOLI	311	
removed	sp|P0A790|PAND_ECOLI	126	
removed	sp|P0A794|PDXJ_ECOLI	243	
removed	sp|P0A796|PFKA_ECOLI	320	
removed	sp|P0A799|PGK_ECOLI	387	
removed	sp|P0A7A2|GPMB_ECOLI	215	
removed	sp|P0A7A5|PIMT_ECOLI	208	
removed	sp|P0A7A7|PLSB_ECOLI	807	
removed	sp|P0A7A9|IPYR_ECOLI	176	
removed	sp|P0A7B1|PPK1_ECOLI	688	
removed	sp|P0A7B3|NADK_ECOLI	292	
removed	sp|P0A7B5|PROB_ECOLI	367	
removed	sp|P0A7B8|HSLV_ECOLI	176	
removed	sp|P0A7C2|LEXA_ECOLI	202	
removed	sp|P0A7C6|PEPE_ECOLI	229	
removed	sp|P0A7C8|PSIE_ECOLI	136	
removed	sp|P0A7D1|PTH_ECOLI	194	
removed	sp|P0A7D4|PURA_ECOLI	432	
removed	sp|P0A7D7|PUR7_ECOLI	237	
removed	sp|P0A7E1|PYRD_ECOLI	336	
removed	sp|P0A7E3|PYRE_ECOLI	213	
removed	sp|P0A7E5|PYRG_ECOLI	545	
removed	sp|P0A7E9|PYRH_ECOLI	241	
removed	sp|P0A7F3|PYRI_ECOLI	153	
removed	sp|P0A7F6|SPED_ECOLI	264	
removed	sp|P0A7F9|QUEA_ECOLI	356	
removed	sp|P0A7G2|RBFA_ECOLI	133	
removed	sp|P0A7G6|RECA_ECOLI	353	
removed	sp|P0A7H0|RECF_ECOLI	357	
removed	sp|P0A7H3|RECO_ECOLI	242	
removed	sp|P0A7H6|RECR_ECOLI	201	
removed	sp|P0A7I0|RF1_ECOLI	360	
removed	sp|P0A7I4|RF3_ECOLI	529	
removed	sp|P0A7I7|RIBA_ECOLI	196	
removed	sp|P0A7J0|RIBB_ECOLI	217	
removed	sp|P0A7J3|RL10_ECOLI	165	
removed	sp|P0A7J7|RL11_ECOLI	142	
removed	sp|P0A7K2|RL7_ECOLI	121	
removed	sp|P0A7K6|RL19_ECOLI	115	
removed	sp|P0A7L0|RL1_ECOLI	234	
removed	sp|P0A7L3|RL20_ECOLI	118	
removed	sp|P0A7L8|RL27_ECOLI	85	
removed	sp|P0A7M2|RL28_ECOLI	78	
removed	sp|P0A7M6|RL29_ECOLI	63	
removed	sp|P0A7M9|RL31_ECOLI	70	
removed	sp|P0A7N1|RL31B_ECOLI	87	
removed	sp|P0A7N4|RL32_ECOLI	57	
removed	sp|P0A7N9|RL33_ECOLI	55	
removed	sp|P0A7P5|RL34_ECOLI	46	
removed	sp|P0A7Q1|RL35_ECOLI	65	
removed	sp|P0A7Q6|RL36_ECOLI	38	
removed	sp|P0A7R1|RL9_ECOLI	149	
removed	sp|P0A7R5|RS10_ECOLI	103	
removed	sp|P0A7R9|RS11_ECOLI	129	
removed	sp|P0A7S3|RS12_ECOLI	124	
removed	sp|P0A7S9|RS13_ECOLI	118	
removed	sp|P0A7T3|RS16_ECOLI	82	
removed	sp|P0A7T7|RS18_ECOLI	75	
removed	sp|P0A7U3|RS19_ECOLI	92	
removed	sp|P0A7U7|RS20_ECOLI	87	
removed	sp|P0A7V0|RS2_ECOLI	241	
removed	sp|P0A7V3|RS3_ECOLI	233	
removed	sp|P0A7V8|RS4_ECOLI	206	
removed	sp|P0A7W1|RS5_ECOLI	167	
removed	sp|P0A7W7|RS8_ECOLI	130	
removed	sp|P0A7X3|RS9_ECOLI	130	
removed	sp|P0A7X6|RIMM_ECOLI	182	
removed	sp|P0A7Y0|RNC_ECOLI	226	
removed	sp|P0A7Y4|RNH_ECOLI	155	
removed	sp|P0A7Y8|RNPA_ECOLI	119	
removed	sp|P0A7Z0|RPIA_ECOLI	219	
removed	sp|P0A7Z4|RPOA_ECOLI	329	
removed	sp|P0A800|RPOZ_ECOLI	91	
removed	sp|P0A805|RRF_ECOLI	185	
removed	sp|P0A809|RUVA_ECOLI	203	
removed	sp|P0A812|RUVB_ECOLI	336	
removed	sp|P0A814|RUVC_ECOLI	173	
removed	sp|P0A817|METK_ECOLI	384	
removed	sp|P0A821|SELA_ECOLI	463	
removed	sp|P0A823|SFSA_ECOLI	234	
removed	sp|P0A825|GLYA_ECOLI	417	
removed	sp|P0A828|SMG_ECOLI	157	
removed	sp|P0A830|DCTA_ECOLI	428	
removed	sp|P0A832|SSRP_ECOLI	160	
removed	sp|P0A836|SUCC_ECOLI	388	
removed	sp|P0A840|SURE_ECOLI	253	
removed	sp|P0A843|TATE_ECOLI	67	
removed	sp|P0A847|TGT_ECOLI	375	
removed	sp|P0A850|TIG_ECOLI	432	
removed	sp|P0A853|TNAA_ECOLI	471	
removed	sp|P0A855|TOLB_ECOLI	430	
removed	sp|P0A858|TPIS_ECOLI	255	
removed	sp|P0A862|TPX_ECOLI	168	
removed	sp|P0A867|TALA_ECOLI	316	
removed	sp|P0A870|TALB_ECOLI	317	
removed	sp|P0A873|TRMD_ECOLI	255	
removed	sp|P0A877|TRPA_ECOLI	268	
removed	sp|P0A879|TRPB_ECOLI	397	
